a_id,a_id,a_name,a_country,a_city,a_prov,a_web
11059,15747,st john berchmans school manila foundation,philippines,city manila,"first district, metro manila",http://www.stjohnberchmans.co.nr
11061,15749,st john beverly school,philippines,quezon city,"second district, metro manila",
11063,15751,st john university,taiwan,taipei,,http://sju.edu.tw/
11064,15752,university manitoba st john college university manitoba,canada,winnipeg,manitoba,http://www.umanitoba.ca/colleges/st_johns/
11066,15757,st joseph college quezon city,philippines,quezon city,"second district, metro manila",http://www.sjcqc.edu.ph
11067,15758,st jude college,philippines,city manila,"first district, metro manila",http://www.stjude.edu.ph
11068,15759,st lawrence college,canada,kingston,ontario,http://stlawrencecollege.ca/
11069,15760,st louis college valenzuela,philippines,valenzuela city,"third district, metro manila",http://www.slcv.edu.ph
11072,15763,st mary angel college pampanga,philippines,santa ana,pampanga,
11073,15764,st mary college,united states,notre dame,indiana,http://www.saintmarys.edu
11074,15765,st mary college,philippines,quezon city,"second district, metro manila",http://www.smcqc.net
11076,15767,st mary college borongan,philippines,borongan,eastern samar,http://www.rvmonline.net/smc-borongan
11077,15768,st mary college labason,philippines,labason,zamboanga del norte,
11078,15769,st mary university,canada,calgary,alberta,http://www.stmu.ca
11079,15770,st mary university college,ethiopia,addis ababa,,http://www.smuc.edu.et/
11080,15771,st mary university twickenham,united kingdom,twickenham,,http://www.smuc.ac.uk
11081,15772,queen university belfast st mary university college queen university belfast,united kingdom,belfast,,http://www.stmarys-belfast.ac.uk
11082,15773,st matthew college,philippines,san mateo,rizal,http://stmatthewcollege.com
11083,15774,carlow college,ireland,carlow,,http://www.carlowcollege.ie
11084,15775,st paul college foundation,philippines,cebu city,cebu,http://www.spcfi.edu.ph
11087,15778,st paul univerity system st paul university iloilo,philippines,iloilo city,iloilo,http://www.spuiloilo.edu.ph
11088,15779,st paul univerity system st paul university quezon city,philippines,quezon city,"second district, metro manila",http://www.spuqc.edu.ph
11089,15780,st paul university system,philippines,manila,metro manila,http://www.spumanila.edu.ph
11090,15781,st paul univerity system st paul university surigao,philippines,surigao city,surigao del norte,http://www.spusurigao.edu.ph/
11091,15782,st paul university system st paul university philippines,philippines,tuguegarao city,cagayan,http://www.spup.edu.ph/
11092,15783,university manitoba st paul college university manitoba,canada,winnipeg,manitoba,http://www.umanitoba.ca/colleges/st_pauls/
11093,15784,st peter baptist college foundation,philippines,lupi,camarines sur,http://spbcfwebsite.wordpress.com
11094,15787,st petersburg college,united states,saint petersburg,florida,http://www.spcollege.edu
11095,15788,st rita hospital college nursing school midwifery,philippines,city manila,"first district, metro manila",
11096,15789,st scholastica college,philippines,city manila,"first district, metro manila",http://www.ssc.edu.ph
11097,15791,st stephen university,canada,st stephen,new brunswick,http://www.ssu.ca
11098,15792,st rese mtc colleges tigbauan st rese mtc colleges magdalo,philippines,iloilo city,iloilo,
11099,15793,st rese mtc colleges tigbauan,philippines,tigbauan,iloilo,http://www.freewebs.com/stmtcc
11101,15797,sta catalina college,philippines,city manila,"first district, metro manila",http://sccmanila.edu.ph
11102,15798,sta cecilia college,philippines,city valenzuela,"third district, metro manila",
11103,15799,sta clara college,philippines,tigaon,camarines sur,
11104,15800,sta elena camarines norte college,philippines,sta. elena,camarines norte,
11107,15803,art academy karlsruhe,germany,karlsruhe,,http://www.kunstakademie-karlsruhe.de
11108,15804,stuttgart state academy art design,germany,stuttgart,,http://www.abk-stuttgart.de
11109,15805,frankfurt am main college fine arts,germany,frankfurt am main,,http://www.staedelschule.de
11111,15807,freiburg university music,germany,freiberg,,http://www.mh-freiburg.de
11112,15808,trossingen university music,germany,trossingen,,http://www.mh-trossingen.de
11113,15809,mannheim university music performing arts,germany,mannheim,baden-wurttemberg,http://www.muho-mannheim.de
11114,15810,state university music performing arts stuttgart,germany,stuttgart,,http://www.mh-stuttgart.de
11115,15813,staffordshire university,united kingdom,stoke on trent,,http://www.staffs.ac.uk
11117,15815,stamford university bangladesh,bangladesh,dhaka,,http://www.stamforduniversity.edu.bd
11118,15816,stanford university,united states,stanford,california,http://www.stanford.edu
11119,15817,stargardinum higher school stargard szczecinski,poland,stargard szczecinski,zachodniopomorskie,http://www.stargardinum.pl
11121,15819,state college florida manatee sarasota,united states,bradenton,florida,http://www.scf.edu/
11122,15822,state pedagogical university p g tychyna,ukraine,uman,cherkasy region,
11123,15823,state university bangladesh,bangladesh,dhaka,,http://www.subd.net
11124,15824,state university new york system,united states,albany,new york,http://www.suny.edu/
11125,15825,state university new york binghamton,united states,binghamton,new york,http://www.binghamton.edu
11126,15826,state university new york buffalo,united states,buffalo,new york,http://www.buffalo.edu
11127,15827,state university new york new paltz,united states,new paltz,new york,http://www.newpaltz.edu
11128,15828,state university new york college brockport,united states,brockport,new york,http://www.brockport.edu
11129,15829,state university new york college buffalo,united states,buffalo,new york,http://www.buffalostate.edu
11131,15831,state university new york college fredonia,united states,fredonia,new york,http://www.fredonia.edu
11133,15833,state university new york college old westbury,united states,old westbury,new york,http://www.oldwestbury.edu
11135,15835,state university new york college oswego,united states,oswego,new york,http://www.oswego.edu
11136,15836,state university new york college plattsburgh,united states,plattsburgh,new york,http://www.plattsburgh.edu
11137,15837,state university new york college potsdam,united states,potsdam,new york,http://www.potsdam.edu
11138,15838,state university new york college purchase,united states,purchase,new york,http://www.purchase.edu
11140,15840,morrisville state college,united states,morrisville,new york,http://www.morrisville.edu/
11141,15841,state university new york college environmental sciences forestry,united states,syracuse,new york,http://www.esf.edu
11143,15843,state university new york college technology alfred,united states,alfred,new york,http://www.alfredstate.edu
11144,15844,state university new york college technology canton,united states,canton,new york,http://www.canton.edu
11145,15845,state university new york college technology delhi,united states,delhi,new york,http://www.delhi.edu
11146,15846,state university new york empire state college,united states,saratoga springs,new york,http://www.esc.edu
11147,15847,state university new york farmingdale state college,united states,farmingdale,new york,http://www.farmingdale.edu
11148,15848,suny downstate medical center,united states,brooklyn,new york,http://www.downstate.edu
11149,15849,state university new york institute technology utica/rome,united states,utica,new york,http://www.sunyit.edu
11150,15850,state university new york maritime college,united states,new york,new york,http://www.sunymaritime.edu
11151,15851,state university new york upstate medical university,united states,syracuse,new york,http://www.upstate.edu
11152,15853,stavropol state medical academy,russian federation,stavropol,stavropol'skij kraj,http://www.stgma.ru
11153,15854,stavropol institute finance economics,russian federation,stavropol,stavropol'skij kraj,http://sfeisk.ru/
11154,15855,stavropol state agrarian university,russian federation,stavropol,stavropol'skij kraj,http://www.stgau.ru
11155,15856,stavropol institute named after v d chursin,russian federation,stavropol,stavropol'skij kraj,http://www.vuz-chursin.ru
11156,15858,steinbeis university berlin,germany,berlin,,http://www.steinbeis-hochschule.de
11158,15860,stella maris college quezon city,philippines,quezon city,"second district, metro manila",
11159,15861,stellenbosch university,south africa,matieland,,http://www.sun.ac.za
11160,15862,stenden university applied sciences,netherlands,leeuwarden,,http://www.stenden.com
11161,15863,stephen f austin state university,united states,nacogdoches,texas,http://www.sfasu.edu
11162,15864,stephens college,united states,columbia,missouri,http://www.stephens.edu
11163,15865,sterling college,united states,craftsbury common,vermont,http://www.sterlingcollege.edu
11165,15867,sterlitamak state pedagogical academy named after zainab biishevoj,russian federation,sterlitamak,,http://sspa.edu.ru
11167,15869,stevens institute technology,united states,hoboken,new jersey,http://www.stevens.edu
11168,15870,stevens henager college,united states,ogden,utah,http://www.stevenshenager.edu
11170,15872,sti college quezon avenue,philippines,quezon city,"second district, metro manila",
11171,15876,university veterinary medicine hanover,germany,hannover,,http://www.tiho-hannover.de
11176,15883,stoas university applied sciences teacher education,netherlands,dronten,,http://www.stoashogeschool.nl
11177,15885,stockholm university college music education,sweden,stockholm,,http://www.smpi.se
11178,15886,stockholm university,sweden,stockholm,,http://www.su.se
11179,15889,metropolitan institute translators,russian federation,moskva,,http://www.sip-vuz.ru/
11180,15890,stonehill college,united states,easton,massachusetts,http://www.stonehill.edu
11181,15891,stony brook university,united states,stony brook,new york,http://www.stonybrook.edu
11182,15892,academy economics d a tsenov svishtov,bulgaria,svistov,,http://www.uni-svishtov.bg
11183,15895,queen university belfast stranmillis university college,united kingdom,belfast,,http://www.stran.ac.uk
11185,15898,strathmore university,kenya,nairobi,,http://www.strathmore.edu
11187,15917,suez canal university,egypt,ismailia,,http://www.scuegypt.edu.eg
11188,15918,suez canal university suez branch,egypt,suez,,
11189,15919,suez canal university north sinai branch,egypt,el arish,,
11190,15921,suffolk university,united states,boston,massachusetts,http://www.suffolk.edu
11191,15922,sugino fashion college,japan,tokyo,,http://www.sugino-fc.ac.jp/
11198,15931,sulaiman al rajhi university,saudi arabia,al bukayriah,,http://sr.edu.sa/site
11200,15933,suleyman demirel university,turkey,isparta,mediterranean province,http://www.sdu.edu.tr
11201,15934,suleyman sah university,turkey,istanbul,,http://www.ssu.edu.tr/
11202,15935,sulkhan saba orbeliani teaching university,georgia,tbilisi,,http://www.sabauni.edu.ge
11203,15938,sultan kudarat educational institution,philippines,tacurong city,sultan kudarat,
11204,15939,sultan kudarat islamic academy foundation college,philippines,sultan kudarat nuring,shariff kabunsuan,http://skiaonline.cyow.com/
11205,15940,sultan kudarat state university,philippines,tacurong city,sultan kudarat,http://www.sksu.edu.ph
11206,15941,sultan qaboos university,oman,muscat,,http://www.squ.edu.om
11210,15945,sumy state university,ukraine,sumy,sumy region,http://www.sumdu.edu.ua
11211,15946,sumy national agrarian university,ukraine,sumy,sumy region,http://www.sau.sumy.ua
11213,15948,sun moon university,south korea,asan si,chungnam-do,http://www.sunmoon.ac.kr
11214,15949,sun yat sen university,china,guangzhou,guangdong province,http://www.sysu.edu.cn
11215,15953,sunchon national university,south korea,suncheon si,jeollanam-do,http://www.sunchon.ac.kr
11216,15959,sungkonghoe university,south korea,seoul,,http://www.skhu.ac.kr
11217,15960,sungkyul university,south korea,anyang si,gyeonggi-do,http://www.sungkyul.ac.kr
11218,15961,sungkyunkwan university,south korea,seoul,,http://www.skku.edu
11219,15962,sungsan hyo university,south korea,incheon si,,http://www.hyo.ac.kr/
11220,15963,sungshin women university,south korea,seoul,,http://www.sungshin.ac.kr
11222,15966,sunway university,malaysia,petaling jaya,selangor,http://www.sunway.edu.my/
11223,15968,sup'info international academy dakar,senegal,dakar,,http://www.supinfo.sn
11224,15969,sup'management school senegal,senegal,dakar,,http://www.supmanagement.ma/
